route_id,service_id,trip_id,block_id,shape_id
2,2549,2549_0042,ST06,10
2,2549,2549_0043,ST06,2
3,2549,2549_0044,ST06,11
3,2549,2549_0045,ST06,12
2,2549,2549_0046,ST06,10
2,2549,2549_0047,ST06,2
3,2549,2549_0048,ST06,11
1,2549,2549_0182,ST07,9
2,2549,2549_0259,ST07,1
2,2549,2549_0260,ST07,3
2,2549,2549_0261,ST07,10
2,2549,2549_0262,ST07,3
2,2549,2549_0263,ST07,10
2,2549,2549_0264,ST07,2
3,2549,2549_0330,ST07,11
3,2549,2549_0331,ST07,12
2,2549,2549_0267,ST07,10
2,2549,2549_0268,ST07,2
3,2549,2549_0317,ST07,11
3,2549,2549_0318,ST07,5
3,2549,2549_0050,ST07,11
3,2549,2549_0051,ST07,5
3,2549,2549_0052,ST07,13
3,2549,2549_0053,ST07,14
2,2549,2549_0054,ST07,10
2,2549,2549_0055,ST07,2
3,2549,2549_0056,ST07,11
3,2549,2549_0057,ST07,12
2,2549,2549_0058,ST07,10
2,2549,2549_0059,ST07,2
2,2549,2549_0060,ST07,1
2,2549,2549_0061,ST07,2
2,2549,2549_0062,ST07,1
2,2549,2549_0063,ST07,2
1,2549,2549_0064,ST07,6
1,2549,2549_0186,ST08,9
2,2549,2549_0223,ST08,1
2,2549,2549_0224,ST08,3
2,2549,2549_0225,ST08,10
2,2549,2549_0226,ST08,3
2,2549,2549_0227,ST08,10
2,2549,2549_0228,ST08,3
2,2549,2549_0229,ST08,10
2,2549,2549_0230,ST08,2
3,2549,2549_0359,ST08,11
3,2549,2549_0360,ST08,12
3,2549,2549_0361,ST08,4
3,2549,2549_0362,ST08,5
3,2549,2549_0066,ST08,11
3,2549,2549_0067,ST08,12
2,2549,2549_0068,ST08,10
2,2549,2549_0069,ST08,2
3,2549,2549_0070,ST08,11
3,2549,2549_0071,ST08,12
2,2549,2549_0072,ST08,10
2,2549,2549_0073,ST08,2
1,2549,2549_0074,ST08,6
3,2549,2549_0335,ST09,5
3,2549,2549_0336,ST09,11
3,2549,2549_0337,ST09,5
3,2549,2549_0338,ST09,11
3,2549,2549_0339,ST09,5
3,2549,2549_0340,ST09,11
3,2549,2549_0341,ST09,12
2,2549,2549_0265,ST09,10
2,2549,2549_0266,ST09,2
3,2549,2549_0365,ST09,11
3,2549,2549_0366,ST09,12
2,2549,2549_0269,ST09,10
2,2549,2549_0270,ST09,3
2,2549,2549_0076,ST09,10
2,2549,2549_0077,ST09,2
3,2549,2549_0078,ST09,13
3,2549,2549_0079,ST09,14
2,2549,2549_0080,ST09,10
2,2549,2549_0081,ST09,2
3,2549,2549_0082,ST09,11
3,2549,2549_0083,ST09,12
3,2549,2549_0084,ST09,4
3,2549,2549_0085,ST09,5
3,2549,2549_0086,ST09,11
3,2549,2549_0087,ST09,5
3,2549,2549_0088,ST09,11
3,2549,2549_0089,ST09,5
1,2549,2549_0090,ST09,6
2,2549,2549_0247,ST10,2
2,2549,2549_0248,ST10,1
2,2549,2549_0249,ST10,3
2,2549,2549_0250,ST10,10
2,2549,2549_0251,ST10,3
2,2549,2549_0252,ST10,10
2,2549,2549_0253,ST10,3
2,2549,2549_0254,ST10,10
2,2549,2549_0255,ST10,2
3,2549,2549_0298,ST10,11
3,2549,2549_0299,ST10,12
3,2549,2549_0300,ST10,4
3,2549,2549_0092,ST10,5
3,2549,2549_0093,ST10,13
3,2549,2549_0094,ST10,14
2,2549,2549_0095,ST10,10
2,2549,2549_0096,ST10,2
3,2549,2549_0097,ST10,11
3,2549,2549_0098,ST10,12
2,2549,2549_0099,ST10,10
2,2549,2549_0100,ST10,3
1,2549,2549_0101,ST10,8
2,2549,2549_0272,ST11,2
2,2549,2549_0273,ST11,1
2,2549,2549_0274,ST11,3
2,2549,2549_0275,ST11,10
2,2549,2549_0276,ST11,3
2,2549,2549_0277,ST11,10
2,2549,2549_0278,ST11,2
3,2549,2549_0344,ST11,11
3,2549,2549_0345,ST11,12
3,2549,2549_0370,ST11,4
1,2549,2549_0190,ST12,9
3,2549,2549_0342,ST12,11
3,2549,2549_0343,ST12,12
2,2549,2549_0244,ST12,10
2,2549,2549_0245,ST12,2
3,2549,2549_0367,ST12,11
3,2549,2549_0368,ST12,5
3,2549,2549_0369,ST12,11
3,2549,2549_0103,ST12,12
2,2549,2549_0104,ST12,10
2,2549,2549_0105,ST12,2
3,2549,2549_0106,ST12,13
3,2549,2549_0107,ST12,14
2,2549,2549_0108,ST12,10
2,2549,2549_0109,ST12,2
3,2549,2549_0110,ST12,11
1,2549,2549_0192,ST13,9
3,2549,2549_0363,ST13,11
3,2549,2549_0364,ST13,12
2,2549,2549_0215,ST13,10
2,2549,2549_0216,ST13,2
2,2549,2549_0217,ST13,1
2,2549,2549_0218,ST13,3
2,2549,2549_0112,ST13,10
2,2549,2549_0113,ST13,2
3,2549,2549_0114,ST13,11
3,2549,2549_0115,ST13,12
2,2549,2549_0116,ST13,10
2,2549,2549_0117,ST13,2
3,2549,2549_0118,ST13,11
3,2549,2549_0119,ST13,12
1,2549,2549_0120,ST13,8
1,2549,2549_0194,ST14,9
3,2549,2549_0357,ST14,11
3,2549,2549_0358,ST14,12
2,2549,2549_0256,ST14,10
2,2549,2549_0257,ST14,2
2,2549,2549_0258,ST14,1
2,2549,2549_0122,ST14,2
3,2549,2549_0123,ST14,13
3,2549,2549_0124,ST14,14
2,2549,2549_0125,ST14,10
2,2549,2549_0126,ST14,2
3,2549,2549_0127,ST14,11
3,2549,2549_0128,ST14,12
2,2549,2549_0129,ST14,10
1,2549,2549_0132,ST15,9
3,2549,2549_0133,ST15,11
3,2549,2549_0134,ST15,12
2,2549,2549_0135,ST15,10
2,2549,2549_0136,ST15,2
3,2549,2549_0137,ST15,13
3,2549,2549_0138,ST15,14
2,2549,2549_0139,ST15,10
2,2549,2549_0140,ST15,2
2,2549,2549_0141,ST15,1
2,2549,2549_0142,ST15,2
2,2549,2549_0143,ST15,1
2,2549,2549_0144,ST15,2
3,2549,2549_0145,ST15,11
1,2549,2549_0148,ST16,9
3,2549,2549_0149,ST16,11
3,2549,2549_0150,ST16,12
2,2549,2549_0151,ST16,10
2,2549,2549_0152,ST16,2
3,2549,2549_0153,ST16,13
1,2549,2549_0156,ST17,9
3,2549,2549_0157,ST17,11
3,2549,2549_0158,ST17,12
2,2549,2549_0159,ST17,10
2,2549,2549_0160,ST17,2
3,2549,2549_0161,ST17,11
3,2549,2549_0162,ST17,12
1,2549,2549_0163,ST17,8
3,2549,2549_0166,ST18,12
2,2549,2549_0167,ST18,10
2,2549,2549_0168,ST18,2
3,2549,2549_0169,ST18,13
3,2549,2549_0170,ST18,14
2,2549,2549_0171,ST18,10
2,2549,2549_0172,ST18,2
2,2549,2549_0173,ST18,1
2,2549,2549_0174,ST18,2
2,2549,2549_0175,ST18,1
2,2549,2549_0176,ST18,2
2,2549,2549_0177,ST18,1
2,2549,2549_0178,ST18,2
1,2549,2549_0179,ST18,6
3,2551,2551_0151,DT01,11
3,2551,2551_0152,DT01,5
2,2551,2551_0080,DT01,1
2,2551,2551_0081,DT01,3
3,2551,2551_0155,DT01,4
3,2551,2551_0156,DT01,5
2,2551,2551_0106,DT01,1
2,2551,2551_0107,DT01,3
3,2551,2551_0195,DT01,4
3,2551,2551_0196,DT01,5
3,2551,2551_0197,DT01,11
3,2551,2551_0198,DT01,5
3,2551,2551_0199,DT01,11
3,2551,2551_0200,DT01,5
3,2551,2551_0201,DT01,11
3,2551,2551_0202,DT01,5
3,2551,2551_0203,DT01,11
3,2551,2551_0204,DT01,5
3,2551,2551_0205,DT01,11
3,2551,2551_0206,DT01,5
3,2551,2551_0207,DT01,11
3,2551,2551_0208,DT01,5
2,2551,2551_0040,DT01,1
2,2551,2551_0042,DT01,2
2,2551,2551_0044,DT01,1
2,2551,2551_0046,DT01,2
2,2551,2551_0048,DT01,1
2,2551,2551_0049,DT01,2
1,2551,2551_0015,DT01,6
2,2551,2551_0020,DT02,1
2,2551,2551_0021,DT02,3
3,2551,2551_0215,DT02,4
3,2551,2551_0216,DT02,5
2,2551,2551_0024,DT02,1
2,2551,2551_0025,DT02,3
3,2551,2551_0240,DT02,4
3,2551,2551_0242,DT02,5
2,2551,2551_0130,DT02,1
2,2551,2551_0131,DT02,3
2,2551,2551_0132,DT02,10
2,2551,2551_0133,DT02,3
2,2551,2551_0134,DT02,10
2,2551,2551_0135,DT02,3
2,2551,2551_0136,DT02,10
2,2551,2551_0137,DT02,2
2,2551,2551_0138,DT02,1
2,2551,2551_0139,DT02,2
2,2551,2551_0140,DT02,1
2,2551,2551_0141,DT02,2
3,2551,2551_0175,DT02,11
3,2551,2551_0177,DT02,5
3,2551,2551_0179,DT02,11
3,2551,2551_0181,DT02,5
3,2551,2551_0183,DT02,11
3,2551,2551_0185,DT02,5
1,2551,2551_0017,DT02,6
2,2551,2551_0051,DT03,2
3,2551,2551_0213,DT03,11
3,2551,2551_0214,DT03,5
2,2551,2551_0022,DT03,1
2,2551,2551_0023,DT03,3
3,2551,2551_0218,DT03,4
3,2551,2551_0220,DT03,5
2,2551,2551_0058,DT03,1
2,2551,2551_0059,DT03,2
3,2551,2551_0261,DT03,11
3,2551,2551_0262,DT03,5
3,2551,2551_0263,DT03,11
3,2551,2551_0264,DT03,5
3,2551,2551_0265,DT03,11
3,2551,2551_0266,DT03,5
3,2551,2551_0267,DT03,11
3,2551,2551_0268,DT03,5
3,2551,2551_0269,DT03,11
3,2551,2551_0270,DT03,5
3,2551,2551_0271,DT03,11
3,2551,2551_0272,DT03,5
3,2551,2551_0273,DT03,11
3,2551,2551_0274,DT03,12
2,2551,2551_0128,DT03,10
2,2551,2551_0129,DT03,2
2,2551,2551_0112,DT03,1
2,2551,2551_0113,DT03,2
2,2551,2551_0114,DT03,1
3,2551,2551_0188,DT04,5
2,2551,2551_0052,DT04,1
2,2551,2551_0053,DT04,2
2,2551,2551_0054,DT04,1
2,2551,2551_0055,DT04,3
3,2551,2551_0238,DT04,4
3,2551,2551_0239,DT04,5
2,2551,2551_0086,DT04,1
2,2551,2551_0087,DT04,3
2,2551,2551_0088,DT04,10
2,2551,2551_0089,DT04,3
2,2551,2551_0090,DT04,10
2,2551,2551_0091,DT04,3
2,2551,2551_0092,DT04,10
2,2551,2551_0093,DT04,3
2,2551,2551_0094,DT04,10
2,2551,2551_0095,DT04,2
2,2551,2551_0096,DT04,1
2,2551,2551_0097,DT04,3
3,2551,2551_0172,DT04,4
3,2551,2551_0174,DT04,12
2,2551,2551_0072,DT04,10
2,2551,2551_0073,DT04,2
2,2551,2551_0074,DT04,1
2,2551,2551_0075,DT04,2
2,2551,2551_0076,DT04,1
2,2551,2551_0079,DT05,2
3,2551,2551_0189,DT05,11
3,2551,2551_0190,DT05,12
3,2551,2551_0191,DT05,4
3,2551,2551_0192,DT05,5
2,2551,2551_0084,DT05,1
2,2551,2551_0085,DT05,3
3,2551,2551_0241,DT05,4
3,2551,2551_0243,DT05,5
3,2551,2551_0244,DT05,11
3,2551,2551_0245,DT05,5
3,2551,2551_0246,DT05,11
3,2551,2551_0247,DT05,5
3,2551,2551_0248,DT05,11
3,2551,2551_0249,DT05,5
3,2551,2551_0250,DT05,11
3,2551,2551_0251,DT05,5
3,2551,2551_0252,DT05,11
3,2551,2551_0253,DT05,5
3,2551,2551_0254,DT05,11
3,2551,2551_0255,DT05,5
2,2551,2551_0098,DT05,1
2,2551,2551_0099,DT05,2
3,2551,2551_0235,DT05,11
3,2551,2551_0258,DT05,5
3,2551,2551_0259,DT05,11
3,2551,2551_0260,DT05,5
1,2551,2551_0007,DT05,6
1,2551,2551_0002,DT06,9
3,2551,2551_0153,DT06,11
3,2551,2551_0154,DT06,5
2,2551,2551_0104,DT06,1
2,2551,2551_0105,DT06,3
3,2551,2551_0157,DT06,4
3,2551,2551_0158,DT06,5
2,2551,2551_0028,DT06,1
2,2551,2551_0029,DT06,3
2,2551,2551_0030,DT06,10
2,2551,2551_0031,DT06,3
2,2551,2551_0032,DT06,10
2,2551,2551_0033,DT06,3
2,2551,2551_0034,DT06,10
2,2551,2551_0035,DT06,2
2,2551,2551_0036,DT06,1
2,2551,2551_0037,DT06,2
2,2551,2551_0038,DT06,1
2,2551,2551_0039,DT06,2
3,2551,2551_0209,DT06,11
3,2551,2551_0210,DT06,5
3,2551,2551_0211,DT06,11
1,2551,2551_0006,DT07,7
3,2551,2551_0236,DT07,4
3,2551,2551_0237,DT07,5
2,2551,2551_0056,DT07,1
2,2551,2551_0057,DT07,3
3,2551,2551_0221,DT07,4
3,2551,2551_0222,DT07,5
3,2551,2551_0223,DT07,11
3,2551,2551_0224,DT07,5
3,2551,2551_0225,DT07,11
3,2551,2551_0226,DT07,5
3,2551,2551_0227,DT07,11
3,2551,2551_0228,DT07,5
3,2551,2551_0229,DT07,11
3,2551,2551_0230,DT07,5
3,2551,2551_0231,DT07,11
3,2551,2551_0232,DT07,5
3,2551,2551_0233,DT07,11
3,2551,2551_0234,DT07,5
1,2551,2551_0011,DT07,6
1,2551,2551_0010,DT08,9
2,2551,2551_0082,DT08,1
2,2551,2551_0083,DT08,3
3,2551,2551_0193,DT08,4
3,2551,2551_0194,DT08,5
2,2551,2551_0108,DT08,1
2,2551,2551_0109,DT08,3
2,2551,2551_0110,DT08,10
2,2551,2551_0111,DT08,3
2,2551,2551_0142,DT08,10
2,2551,2551_0143,DT08,3
2,2551,2551_0144,DT08,10
2,2551,2551_0145,DT08,3
2,2551,2551_0146,DT08,10
2,2551,2551_0147,DT08,2
2,2551,2551_0148,DT08,1
2,2551,2551_0149,DT08,3
3,2551,2551_0256,DT08,4
3,2551,2551_0257,DT08,12
1,2551,2551_0003,DT08,8
2,2551,2551_0101,DT09,2
2,2551,2551_0102,DT09,1
2,2551,2551_0103,DT09,3
3,2551,2551_0217,DT09,4
3,2551,2551_0219,DT09,5
2,2551,2551_0026,DT09,1
2,2551,2551_0027,DT09,3
3,2551,2551_0159,DT09,4
3,2551,2551_0160,DT09,5
3,2551,2551_0161,DT09,11
3,2551,2551_0162,DT09,5
3,2551,2551_0163,DT09,11
3,2551,2551_0164,DT09,5
3,2551,2551_0165,DT09,11
3,2551,2551_0166,DT09,5
3,2551,2551_0167,DT09,11
3,2551,2551_0168,DT09,5
3,2551,2551_0169,DT09,11
3,2551,2551_0170,DT09,5
3,2551,2551_0171,DT09,11
3,2551,2551_0173,DT09,12
2,2551,2551_0041,DT09,10
2,2551,2551_0043,DT09,2
2,2551,2551_0045,DT09,1
2,2551,2551_0117,DT10,3
2,2551,2551_0118,DT10,10
2,2551,2551_0119,DT10,3
2,2551,2551_0120,DT10,10
2,2551,2551_0121,DT10,3
2,2551,2551_0122,DT10,10
2,2551,2551_0123,DT10,3
2,2551,2551_0124,DT10,10
2,2551,2551_0125,DT10,2
2,2551,2551_0126,DT10,1
1,2551,2551_0014,DT11,7
2,2551,2551_0060,DT11,10
2,2551,2551_0061,DT11,3
2,2551,2551_0062,DT11,10
2,2551,2551_0063,DT11,3
2,2551,2551_0064,DT11,10
2,2551,2551_0065,DT11,3
2,2551,2551_0066,DT11,10
2,2551,2551_0067,DT11,2
2,2551,2551_0068,DT11,1
2,2551,2551_0069,DT11,3
2,2551,2551_0070,DT11,10
2,2551,2551_0071,DT11,2
3,2551,2551_0176,DT11,11
3,2551,2551_0178,DT11,5
3,2551,2551_0180,DT11,11
3,2551,2551_0182,DT11,5
3,2551,2551_0184,DT11,11
