route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
1.104.1,1.104.H2455,1.104.11030111,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030112,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030113,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030114,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030115,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030116,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030117,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030118,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030119,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030120,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030121,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030122,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030123,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030124,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030125,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030126,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030127,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030128,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030129,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030130,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030131,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030132,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030133,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030134,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030135,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030136,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030137,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030138,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030139,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030140,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030141,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030142,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030144,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030145,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030147,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030148,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030149,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030151,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030152,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030154,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030155,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030157,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030158,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030159,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030161,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030162,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030164,"Gorg",0,1.104.10400.1,1
1.94.1,1.94.H2456,1.94.11030165,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030167,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030168,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030171,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030172,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030173,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030176,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030177,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030178,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030180,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030182,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030183,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030185,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030186,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030189,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030190,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030191,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030193,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030195,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030196,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030198,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030199,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030202,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030203,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030204,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030206,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030208,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030209,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030211,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030212,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030214,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030215,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030216,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030217,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030218,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030219,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030220,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030221,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030222,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030223,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030224,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030225,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030226,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030227,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030228,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030229,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030230,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030231,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030232,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030233,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030234,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030235,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030236,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030238,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030240,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030241,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030243,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030244,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030247,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030248,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030249,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030251,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030253,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030254,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030256,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030257,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030260,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030261,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030262,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030264,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030266,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030267,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030269,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030270,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030273,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030274,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030275,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030278,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030279,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030280,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030282,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030284,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030285,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030287,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030288,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030291,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030292,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030293,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030295,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030297,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030298,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030300,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030301,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030304,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030305,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030306,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030308,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030310,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030311,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030313,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030314,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030317,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030318,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030319,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030320,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030321,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030322,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030323,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030324,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030325,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030326,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030327,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030328,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030329,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030330,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030331,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030332,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030333,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030334,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030335,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030336,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030337,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030338,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030340,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030342,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030343,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030345,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030346,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030349,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030350,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030351,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030353,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030355,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030356,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030358,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030359,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030362,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030363,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030364,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030366,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030368,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030369,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030371,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030372,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030375,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030376,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030377,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030379,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030381,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030382,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030384,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030385,"La Sagrera",1,1.94.9400.2,1
1.104.1,1.104.H2455,1.104.11030387,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030388,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030390,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030391,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030393,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030394,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030395,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030397,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030398,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030400,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030401,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030402,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030404,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030405,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030407,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030408,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030410,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030411,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030412,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030414,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030415,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030417,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030418,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030419,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030420,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030421,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030422,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030423,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030424,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030425,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030426,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030427,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030428,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030429,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030430,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030431,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030432,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030433,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030434,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030435,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030436,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030437,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030438,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030439,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030440,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030441,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030442,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030443,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030444,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030445,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030446,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030447,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030448,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030449,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030450,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030451,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030452,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030453,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030455,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030456,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030457,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030459,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030460,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030462,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030463,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030465,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030466,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030467,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030469,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030470,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030472,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030473,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030474,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030476,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030477,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030479,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H2455,1.104.11030480,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030482,"La Sagrera",1,1.104.10400.2,1
1.104.1,1.104.H2455,1.104.11030483,"Gorg",0,1.104.10400.1,1
1.94.1,1.94.H2456,1.94.11030485,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030486,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030488,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030489,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030492,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030493,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030494,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030496,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030498,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030499,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030501,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030502,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030505,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030506,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030507,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030510,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030511,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030512,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030514,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030516,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030517,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030519,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030520,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030522,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030523,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030524,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030525,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030526,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030527,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030528,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030529,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030530,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030531,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030532,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030533,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030534,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030535,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030536,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030537,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030538,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030539,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030540,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030541,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030542,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030543,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030544,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030546,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030548,"La Sagrera",1,1.94.9400.2,1
1.94.1,1.94.H2456,1.94.11030549,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030551,"Can Zam",0,1.94.9400.1,1
1.94.1,1.94.H2456,1.94.11030552,"La Sagrera",1,1.94.9400.2,1
